name,coordinates.x,coordinates.y,realHero,hasToothpick,car.name,mood,impactSpeed,minutesOfWaiting,weaponType
BulkUser_1,1,-900.0,true,true,BulkCar_1,CALM,1.0,1.0,HAMMER
BulkUser_2,2,-899.5,false,false,BulkCar_2,SADNESS,2.0,2.0,RIFLE
BulkUser_3,3,-899.0,true,false,BulkCar_3,RAGE,2.0,1.0,MACHINE_GUN
BulkUser_4,4,-898.5,false,true,BulkCar_4,CALM,4.0,4.0,BAT
BulkUser_5,5,-898.0,true,false,BulkCar_5,SADNESS,3.0,1.0,HAMMER
BulkUser_6,6,-897.5,false,false,BulkCar_6,RAGE,6.0,6.0,RIFLE
BulkUser_7,7,-897.0,true,true,BulkCar_7,CALM,4.0,1.0,MACHINE_GUN
BulkUser_8,8,-896.5,false,false,BulkCar_8,SADNESS,8.0,8.0,BAT
BulkUser_9,9,-896.0,true,false,BulkCar_9,RAGE,5.0,1.0,HAMMER
BulkUser_10,10,-895.5,false,true,BulkCar_10,CALM,10.0,10.0,RIFLE
BulkUser_11,11,-895.0,true,false,BulkCar_11,SADNESS,6.0,1.0,MACHINE_GUN
BulkUser_12,12,-894.5,false,false,BulkCar_12,RAGE,12.0,12.0,BAT
BulkUser_13,13,-894.0,true,true,BulkCar_13,CALM,7.0,1.0,HAMMER
BulkUser_14,14,-893.5,false,false,BulkCar_14,SADNESS,14.0,14.0,RIFLE
BulkUser_15,15,-893.0,true,false,BulkCar_15,RAGE,8.0,1.0,MACHINE_GUN
BulkUser_16,16,-892.5,false,true,BulkCar_16,CALM,16.0,16.0,BAT
BulkUser_17,17,-892.0,true,false,BulkCar_17,SADNESS,9.0,1.0,HAMMER
BulkUser_18,18,-891.5,false,false,BulkCar_18,RAGE,18.0,18.0,RIFLE
BulkUser_19,19,-891.0,true,true,BulkCar_19,CALM,10.0,1.0,MACHINE_GUN
BulkUser_20,20,-890.5,false,false,BulkCar_20,SADNESS,20.0,20.0,BAT
BulkUser_21,21,-890.0,true,false,BulkCar_1,RAGE,11.0,1.0,HAMMER
BulkUser_22,22,-889.5,false,true,BulkCar_2,CALM,22.0,22.0,RIFLE
